Id,Label,Type,genre,year,language,topic_id,label_thema,nb_auteurs
69825516c835c41957dfa384,Uses and recycling of brick in medieval and Tudor English buildings: insights from the application of luminescence datin,publication,,2010.0,anglais,13,archeologie_medievale,5.0
69825516c835c41957dfa542,"Geomorphological map of the Wüstebach (Nationalpark Eifel, Germany)—an example of human impact on mid-European mountain ",publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfa559,Taverns and other entertainments in the City of London? Seventeenth- and 18th-century finds from excavations at Paternos,publication,,2010.0,anglais,13,archeologie_medievale,5.0
69825516c835c41957dfa679,Early History of Dress and Fashion in the Nordic Countries,publication,,2010.0,anglais,chapitre_1,"chap_archéologie, culture matérielle et bâti",4.0
69825516c835c41957dfad3d,Les « grandes migrations » et la construction des identités (ive-vie siècle) : problème d'Histoire ou d'historiographie ,publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfadc2,Cahier d'illustrations,publication,,2010.0,français,unknown,unknown,4.0
69825516c835c41957dfae07,Le haut Moyen Âge (VIe-Xe siècles),publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfaea1,La main du parjure,publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfb11e,"Les objets en plomb découverts sur le site portuaire médiéval de Taillebourg - port d'Envaux typologie, fonction et orig",publication,,2010.0,français,unknown,unknown,4.0
69825516c835c41957dfb145,Programme d'étude quadriennal des fortifications médiévales de Césarée,publication,,2010.0,français,unknown,unknown,3.0
69825516c835c41957dfb174,"Luminescence dating applied to medieval architecture The north east tower of the Avranches keep (Manche, France)",publication,,2010.0,français,unknown,unknown,5.0
69825516c835c41957dfb263,Musulames,publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfb285,Moulouya,publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfb320,"Retour sur l'oeuvre de Roberto Signorini (Milan, 1947-2009)",publication,,2010.0,français,unknown,unknown,3.0
69825516c835c41957dfb32b,Matmata (Djebel) / Monts de Matmata (Tunisie),publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfb3f3,Un établissement rural mérovingien à Delle « La Queue au Loup » (Territoire de Belfort),publication,,2010.0,français,unknown,unknown,6.0
69825516c835c41957dfb410,La motte médiévale de Drosnay (Marne) : résultats de deux sondages archéologiques,publication,,2010.0,français,unknown,unknown,4.0
69825516c835c41957dfb669,"Einflüsse, Verbindungen, Auswirkungen",publication,,2010.0,allemand,unknown,unknown,22.0
69825516c835c41957dfb727,Autoren A-Z,publication,,2010.0,allemand,unknown,unknown,50.0
69825516c835c41957dfb737,Geometrie im europäischen Mittelalter,publication,,2010.0,allemand,unknown,unknown,2.0
69825516c835c41957dfb738,Introduction,publication,,2010.0,anglais,chapitre_16,"chap_histoire des sciences, de la médecine et des universités",3.0
69825516c835c41957dfb7b2,"Mid- to late-Holocene climate variability and anthropogenic impacts: multi-proxy evidence from Lake Bliden, Denmark",publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfbca7,Fire-climate interactions in the American West since 1400 CE,publication,,2010.0,anglais,4,art_architecture_iconographie,5.0
69825516c835c41957dfbdfe,Das frühe Mittelalter,publication,,2010.0,allemand,unknown,unknown,3.0
69825516c835c41957dfc11f,Starszy cmentarz parafii ewangelickiej na Psim Polu (1790/92-1945),publication,,2010.0,polonais,unknown,unknown,3.0
69825516c835c41957dfc339,Skjern Slot – En undersøgelse af en borg og dens omgivelser gennem middelalder og renæssance,publication,,2010.0,danois,unknown,unknown,2.0
69825516c835c41957dfc82b,MDL hierarchical clustering with incomplete data,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),2.0
69825516c835c41957dfc833,"Demographic and Spatial Factors as Causes of an Epidemic Spread, the Copule Approach: Application to the Retro-predictio",publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),6.0
69825516c835c41957dfc837,Uniwide WiFi based positioning system,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),4.0
69825516c835c41957dfc838,Real-Time Motion Capture Technology on a Live Theatrical Performance with Computer Generated Scenery,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),6.0
69825516c835c41957dfc839,Application Research on Virtual Reality Geographic Information System in Scenic Sites of Nanjing Treasure Dockyard Relic,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),3.0
69825516c835c41957dfc846,PS-InSAR time series analysis for measuring surface deformation before the L'Aquila earthquake,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),5.0
69825516c835c41957dfc849,Architectural orthophoto plan for pathological characterization of the Medieval Wall of Avila,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),8.0
69825516c835c41957dfc84a,Ancient Handwritings Decomposition Into Graphemes and Codebook Generation Based on Graph Coloring,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),4.0
69825516c835c41957dfc84b,Weight measurements in the Malay Minangkabau culture,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),3.0
69825516c835c41957dfc8f1,Die Schönheit der Vernunft – (Ir-)Rationalität von Rechtswissenschaft in Mittelalter und Moderne,publication,,2010.0,allemand,unknown,unknown,15.0
69825516c835c41957dfc935,Causas de la derivación de pacientes a las unidades de lípidos,publication,,2010.0,espagnol,unknown,unknown,6.0
69825516c835c41957dfc936,Enfermedad arterial periférica oculta en población diabética seguida en atención primaria,publication,,2010.0,espagnol,unknown,unknown,7.0
69825516c835c41957dfc944,Regional vegetation-cover changes on the Swiss Plateau during the past two millennia: A pollen-based reconstruction usin,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfc985,"Historical soil erosion by water in Germany: Scales and archives, chronology, research perspectives",publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,5.0
69825516c835c41957dfc986,Holocene relief and soil changes in loess-covered areas of south-western Germany: The pedosedimentary archives of Brette,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfc991,Combining pollen and charcoal: evaluating Holocene vegetation composition and dynamics,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfc9b6,Archaeological Materials-26,publication,,2010.0,anglais,chapitre_1,"chap_archéologie, culture matérielle et bâti",2.0
69825516c835c41957dfc9f8,Image Interpretation-Chapter 10,publication,,2010.0,anglais,chapitre_9,chap_conférences internationales (bruit),3.0
69825516c835c41957dfca4a,The Medieval Papacy,publication,,2010.0,anglais,chapitre_14,"chap_culture chrétienne, hagiographie et chrétienté",2.0
69825516c835c41957dfca69,A Jewish Perspective,publication,,2010.0,anglais,chapitre_6,"chap_judaïsme, islam et relations interreligieuses",2.0
69825516c835c41957dfca89,The United Kingdom: Is there Really an Anglo Model?,publication,,2010.0,anglais,chapitre_2,"chap_droit, histoire institutionnelle et pouvoir",2.0
69825516c835c41957dfca8a,Sweden: Party‐dominated Subnational Democracy Under Challenge?,publication,,2010.0,anglais,chapitre_2,"chap_droit, histoire institutionnelle et pouvoir",3.0
69825516c835c41957dfca8b,Lithuania: Brave Enough to Implement Daring Democratic Reforms?,publication,,2010.0,anglais,chapitre_2,"chap_droit, histoire institutionnelle et pouvoir",5.0
69825516c835c41957dfcc98,Caries frequency and distribution in an early medieval Avar population from Austria,publication,,2010.0,anglais,1,bioarcheologie_medecine,6.0
69825516c835c41957dfccad,Ancient DNA reveals traces of Iberian Neolithic and Bronze Age lineages in modern Iberian horses,publication,,2010.0,anglais,1,bioarcheologie_medecine,9.0
69825516c835c41957dfcd36,Hunter-gatherer response to late Holocene climatic variability in northern and central Australia,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,4.0
69825516c835c41957dfcd37,"A forest history for the last 10 900 years at the site Storasjö, southern Sweden: implications from beetle assemblages",publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,2.0
69825516c835c41957dfcd49,"Potential osteoarchaeological evidence for riding and the military use of horses at Malbork Castle, Poland",publication,,2010.0,anglais,1,bioarcheologie_medecine,3.0
69825516c835c41957dfcd4a,Quantification of dental caries by osteologists and odontologists—a validity and reliability study,publication,,2010.0,anglais,1,bioarcheologie_medecine,3.0
69825516c835c41957dfcd4b,"Interpreting diachronic osteological variation at the medieval necropolis of the Sant Pere Churches (Terrassa, Spain)",publication,,2010.0,anglais,1,bioarcheologie_medecine,3.0
69825516c835c41957dfcff5,"""차이""와 ""과정"": 중세 초 남성 중심 세계에서의 세 여성",publication,,2010.0,unknown,unknown,unknown,2.0
69825516c835c41957dfd00d,Le lac de Saint-Andéol en Aubrac (Lozère) : essai d'interprétation de l'ensemble cultuel,publication,,2010.0,français,unknown,unknown,7.0
69825516c835c41957dfd03a,L’abbaye de Caunes-Minervois au sein de la congrégation de Saint-Maur : de l’installation à la dispersion,publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfd06b,A historical overview of the study and representation of uterine microvascular structures,publication,,2010.0,anglais,1,bioarcheologie_medecine,3.0
69825516c835c41957dfd0ca,"Late-Holocene diatom-inferred reconstruction of temperature variations of the West Greenland Current from Disko Bugt, ce",publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,4.0
69825516c835c41957dfd118,“Every Woman Counts”: A Gender-Analysis of Numeracy in the Low Countries during the Early Modern Period,publication,,2010.0,anglais,15,genre_corps_famille_emotions,2.0
69825516c835c41957dfd271,"ROUNDTABLE - ""Reviews of Robin Ward, The World of the Medieval Shipmaster: Law, Business and the Sea, c.1350-1450""",publication,,2010.0,anglais,11,droit_institutions_pouvoir_guerre,7.0
69825516c835c41957dfd294,L'essor de la balnéologie dans le monde germanique à la fin du Moyen Age,publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfd2e8,A radiocarbon dated bat guano deposit from N.W. Romania: Implications for the timing of the Little Ice Age and Medieval ,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfd309,A medieval settlement caught in the sand: Optical dating of sand-drifting at Pulle (N Belgium),publication,,2010.0,anglais,13,archeologie_medievale,6.0
69825516c835c41957dfd4a8,Sociability and its Discontents,publication,,2010.0,anglais,chapitre_2,"chap_droit, histoire institutionnelle et pouvoir",2.0
69825516c835c41957dfd519,Introduction: Medieval Francophonia,publication,,2010.0,anglais,chapitre_4,chap_culture de l'écrit et littérature,2.0
69825516c835c41957dfd6af,St. Peter and the Development of Early Dominican Hagiography,publication,,2010.0,anglais,chapitre_11,chap_esclavage et Ibérie médiévale,2.0
69825516c835c41957dfd70f,"Preservation of cell structures in a medieval infant brain: a paleohistological, paleogenetic, radiological and physico-",publication,,2010.0,anglais,1,bioarcheologie_medecine,8.0
69825516c835c41957dfd724,Skeletal analysis and comparison of bog bodies from Northern European peat bogs,publication,,2010.0,anglais,1,bioarcheologie_medecine,10.0
69825516c835c41957dfd725,Two millennia of North Atlantic seasonality and implications for Norse colonies,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,4.0
69825516c835c41957dfd816,Local Identities in Late Medieval and Early Modern England,publication,,2010.0,anglais,6,antiquite_tardive_royaumes_barbares,3.0
69825516c835c41957dfd81b,Two 13th-century hockets on Manere recovered,publication,,2010.0,anglais,9,france_italie_medievales,2.0
69825516c835c41957dfd85b,"De Ptolemee a la Guillotiere (XVe-XVIe siecle): Des cartes pour la France pourquoi, comment? By Monique Pelletier. City ",publication,,2010.0,anglais,18,recensions_bruit_editorial,14.0
69825516c835c41957dfd87c,Metallurgical findings from a Viking Age chieftain's farm in Iceland,publication,,2010.0,anglais,0,monde_nordique_viking,4.0
69825516c835c41957dfd889,"Charlemagne was very tall, but not robust",publication,,2010.0,anglais,6,antiquite_tardive_royaumes_barbares,3.0
69825516c835c41957dfd88a,Genetic diversity among ancient Nordic populations,publication,,2010.0,anglais,1,bioarcheologie_medecine,2.0
69825516c835c41957dfd8e9,Osteochondritis dissecans of the knee in a subadult from a medieval (ninth century A.D.) site in Croatia,publication,,2010.0,anglais,1,bioarcheologie_medecine,5.0
69825516c835c41957dfd907,Introduction,publication,,2010.0,anglais,chapitre_4,chap_culture de l'écrit et littérature,3.0
69825516c835c41957dfd9f1,"A noodle, hockey stick, and spaghetti plate: a perspective on high-resolution paleoclimatology",publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,4.0
69825516c835c41957dfda1b,Visual rays are parallel,publication,,2010.0,unknown,unknown,unknown,4.0
69825516c835c41957dfdb38,Medieval English bridges and modern transport policy : a distant mirror?,publication,,2010.0,anglais,11,droit_institutions_pouvoir_guerre,2.0
69825516c835c41957dfdb59,「雉の饗宴」にみる色彩の象徴 : ブルゴーニュ宮廷における美徳の色と悪徳の色,publication,,2010.0,japonais,unknown,unknown,2.0
69825516c835c41957dfdc4e,Contribution à la connaissance de l'implantation Burgonde en Gaule au Ve siècle : à propos de découvertes récentes ,publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfdc65,Guardians of Islam: Religious Authority and Muslim Communities of Late Medieval Spain,publication,,2010.0,anglais,5,mediterranee_islam_judaisme_iberie,2.0
69825516c835c41957dfdd5a,Intervista a Karol Modzelewski,publication,,2010.0,unknown,unknown,unknown,2.0
69825516c835c41957dfde05,From synteresis to the ground of the mind : melanchthon and the transformation of the ontological grounding of natural l,publication,,2010.0,anglais,11,droit_institutions_pouvoir_guerre,2.0
69825516c835c41957dfde1f,Stewardship ethics : a concept fit to deal with dilemmas in ethical leadership?,publication,,2010.0,anglais,2,religion_theologie_scolastique,2.0
69825516c835c41957dfded0,Hamlet : rational and emotional units of meaning in four soliloquies,publication,,2010.0,anglais,3,litterature_philologie_arts_du_verbe,2.0
69825516c835c41957dfdff4,Does Johnson's prescriptive approach still have a role to play in modern-day dictionaries?,publication,,2010.0,anglais,3,litterature_philologie_arts_du_verbe,2.0
69825516c835c41957dfe187,Effects of New Governancegovernance on Research in the Humanitieshumanities – The Example of Medieval Historymedieval hi,publication,,2010.0,anglais,chapitre_15,"chap_Antiquité tardive, royaumes barbares et Occident médiéval",2.0
69825516c835c41957dfe18a,‘Then was then and now is now’: an overview of change and continuity in late-medieval and early-modern warfare,publication,,2010.0,anglais,chapitre_2,"chap_droit, histoire institutionnelle et pouvoir",2.0
69825516c835c41957dfe1b3,Numbers in Mongol Warfare,publication,,2010.0,anglais,chapitre_10,"chap_Europe orientale, Russie et Asie médiévale",4.0
69825516c835c41957dfe1d8,Brote de gripe pandémica (H1N1) 2009 en una academia militar: inicio de la circulación comunitaria en España,publication,,2010.0,espagnol,unknown,unknown,5.0
69825516c835c41957dfe1f2,The price of monotheism: some new observations on a current debate about late antiquity,publication,,2010.0,anglais,chapitre_14,"chap_culture chrétienne, hagiographie et chrétienté",3.0
69825516c835c41957dfe29a,Index Of Ancient And Medieval Authors,publication,,2010.0,anglais,chapitre_4,chap_culture de l'écrit et littérature,2.0
69825516c835c41957dfe29b,Preliminary Material,publication,,2010.0,anglais,chapitre_4,chap_culture de l'écrit et littérature,4.0
69825516c835c41957dfe307,Index,publication,,2010.0,anglais,chapitre_4,chap_culture de l'écrit et littérature,4.0
69825516c835c41957dfe657,"Women, Negroes, and Other Monsters: An Essay on Non-Civilized Bodies",publication,,2010.0,anglais,15,genre_corps_famille_emotions,2.0
69825516c835c41957dfe6c2,"A Newly Discovered Manuscript of a Twelfth-Century Bury St. Edmunds Litany of the Saints, and its reuse in Vadstena Abbe",publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfe6fe,‘Dat huus stoet op viere pylare’ (that house stood on four pillars). The significance of the castle-building programme o,publication,,2010.0,anglais,7,europe_orientale_russie_asie_medievales,3.0
69825516c835c41957dfe75f,Officium sv. Maura z Poreča/Parenzo = The Office of S. Maurus of Poreč/Parenzo,publication,,2010.0,slovaque,unknown,unknown,2.0
69825516c835c41957dff269,Environmental Changes of the Aral Sea (Central Asia) in the Holocene: Major Trends,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,9.0
69825517c835c41957dff95c,Crystallization of Iron Slags Found in Eraly Medieval Bloomery Furnaces,publication,,2010.0,anglais,13,archeologie_medievale,2.0
69825517c835c41957dff9f6,"Gemelos: singularidad, historia y cultura",publication,,2010.0,espagnol,unknown,unknown,2.0
69825517c835c41957dffb45,Two case examples of pelvic fractures in medieval populations from central Europe,publication,,2010.0,anglais,1,bioarcheologie_medecine,4.0
69825517c835c41957dffbbb,Preliminary Material,publication,,2010.0,anglais,chapitre_5,"chap_genre, romance, famille et femmes",2.0
69825517c835c41957dffcc5,"Twins: peculiarity, history and culture",publication,,2010.0,anglais,1,bioarcheologie_medecine,2.0
69825517c835c41957dffccb,VICIOS Y VIRTUDES DEL GOBERNADOR: EL MODELO LITERARIO CLÁSICO DE LOS RETRATOS O SEMBLANZAS EN LA HISTORIA DE GÓNGORA MAR,publication,,2010.0,espagnol,unknown,unknown,2.0
69825517c835c41957dffd83,"Gian Carlo Alessio ... [et al.], Esperimenti danteschi. Purgatorio 2009, a cura di Benedetta Quadrio, Genova-Milano, Mar",publication,,2010.0,italien,unknown,unknown,9.0
69825517c835c41957dffd84,"Enrico Campanile, Latina & Italica : scritti minori sulle lingue dell'Italia antica, I-II, a cura di Paolo Poccetti, Pis",publication,,2010.0,italien,unknown,unknown,5.0
69825517c835c41957e002a6,La fauna dell'insediamento fortificato di Loppio-S. Andrea (Trento) : campagne di scavo 2000-2003 = The fauna from early,publication,,2010.0,italien,unknown,unknown,3.0
69825517c835c41957e0098b,"Excavations at the Medieval Fortress in Feldioara/Marienburg, 2007",publication,,2010.0,français,unknown,unknown,3.0
69825517c835c41957e00cc0,Герулы Юстиниана в Северном Иллирикуме и их археологические следы,publication,,2010.0,russe,unknown,unknown,2.0
69825517c835c41957e00d6d,Sensitivity of the Seismic Response of Long Medieval Walls to Earthquake and Material Uncertainty,publication,,2010.0,anglais,7,europe_orientale_russie_asie_medievales,3.0
69825517c835c41957e01560,"Mulheres, negros e outros monstros: um ensaio sobre corpos não civilizados",publication,,2010.0,unknown,unknown,unknown,2.0
69825517c835c41957e015b8,Römische Tradition und Barbarenherrschaft am Ende der Spätantike,publication,,2010.0,allemand,unknown,unknown,2.0
69825517c835c41957e016e7,Der Asketen- als Wissenskörper: Zum verkörperlichten Wissen des Simeon Stylites in ausgewählten Texten der Spätantike,publication,,2010.0,allemand,unknown,unknown,2.0
69825517c835c41957e0173a,Girl power: the European marriage pattern and labour markets in the North Sea region in the late medieval and early mode,publication,,2010.0,anglais,15,genre_corps_famille_emotions,2.0
69825517c835c41957e019b7,De la tératologie aux monstres de la mythologie et des légendes antiques,publication,,2010.0,français,unknown,unknown,2.0
69825517c835c41957e019db,A multiproxy lake record from Inner Mongolia displays a late Holocene teleconnection between Central Asian and North Atl,publication,,2010.0,anglais,14,histoire_environnementale_paleoclimat,7.0
69825517c835c41957e019f6,[From teratology to mythology: ancient legends],publication,,2010.0,français,unknown,unknown,2.0
69825516c835c41957dfa193,Att gräva i kolbottnar och kolarkojor,publication,,2011.0,suédois,unknown,unknown,2.0
69825516c835c41957dfa28e,"Judy Quinn & Emily Lethbridge (eds.), Creating the Medieval Saga. Versions, Variability and Editorial Interpretations of",publication,,2011.0,anglais,18,recensions_bruit_editorial,2.0
69825516c835c41957dfa2ca,What's So Special? A Reinterpretation of Anglo-Saxon 'Special Deposits',publication,,2011.0,anglais,13,archeologie_medievale,2.0
69825516c835c41957dfa412,Sahl and the Tājika Yogas: Indian transformations of Arabic astrology,publication,,2011.0,anglais,7,europe_orientale_russie_asie_medievales,2.0
69825516c835c41957dfa540,Microcosms of Migration: Children and Early Medieval Population Movement,publication,,2011.0,anglais,8,histoire_sociale_economique,2.0
69825516c835c41957dfa54e,ANN approaches for the prediction of bridge backwater using both field and experimental data,publication,,2011.0,anglais,14,histoire_environnementale_paleoclimat,7.0
69825516c835c41957dfa584,Were Fallow Deer Spotted (OE *pohha/*pocca) in Anglo-Saxon England? Reviewing the Evidence for Dama dama dama in Early M,publication,,2011.0,anglais,1,bioarcheologie_medecine,2.0
69825516c835c41957dfa5f9,Mittelalterliche Herrschafts- und Siedlungsstrukturen in Niederschlesien am Beispiel von Köben (Chobienia) an der Oder,publication,,2011.0,allemand,unknown,unknown,3.0
69825516c835c41957dfa70d,"41. Boudicca, une barbare libre Tacite, Annales",publication,,2011.0,français,unknown,unknown,2.0
69825516c835c41957dfac2c,Zwischen Vogesen und Schwarzwald: die Region um Brisiacum/Breisach und Argentovaria/Oedenburg in der Spätantike,publication,,2011.0,français,unknown,unknown,3.0
69825516c835c41957dfacf4,"Les Lettres austrasiennes : dire, cacher, transmettre les informations diplomatiques au haut Moyen Âge",publication,,2011.0,français,unknown,unknown,2.0
69825516c835c41957dfad0f,"Bilan des pratiques funéraires du Second Âge du fer sur la façade méridionale du massif Central : Haute-Auvergne, Causse",publication,,2011.0,français,unknown,unknown,4.0
69825516c835c41957dfad15,"Foreword Göran Printz-Påhlson, a Life in and beyond Letters",publication,,2011.0,anglais,chapitre_4,chap_culture de l'écrit et littérature,2.0
69825516c835c41957dfade7,L'habitat et la nécropole du haut Moyen Âge du lieu-dit Le Moulin Vaquet à Honguemare-Guenouville (Eure) : un « village ,publication,,2011.0,français,unknown,unknown,9.0
69825516c835c41957dfb090,"Le tympan roman de « la prophétie d'Apollon » (Liège, musée Grand Curtius). Antiquité et christianisme",publication,,2011.0,français,unknown,unknown,2.0
69825516c835c41957dfb222,Entre exercice imposé et particularismes locaux. Étude codicologique des comptes de châtellenie des duché et comté de Bo,publication,,2011.0,français,unknown,unknown,3.0
69825516c835c41957dfb427,"Recherches géoarchéologiques dans la zone littorale de Gênes (Ligurie, Italie)",publication,,2011.0,français,unknown,unknown,4.0
69825516c835c41957dfb7bd,Nuclear genetic markers indicate Danish origin of the Norwegian beech (Fagus sylvatica L.) populations established in 50,publication,,2011.0,anglais,1,bioarcheologie_medecine,3.0
69825516c835c41957dfbaad,"Два средњобосанска топонима : Солун, Лабун и топографски динамизам римске Далмације",publication,,2011.0,serbe,unknown,unknown,2.0
69825516c835c41957dfbb9b,"The Geography of the ""Iliad"" in Ancient Scholarship",publication,,2011.0,anglais,2,religion_theologie_scolastique,2.0
69825516c835c41957dfbef2,Evolución de un paisaje: un caso Umbro,publication,,2011.0,espagnol,unknown,unknown,2.0
69825516c835c41957dfbef3,Documentant l'arqueologia: la casa de Massot Avengenà a l'alfòndec del call Major de Barcelona (carrer de Sant Honorat,publication,,2011.0,catalan,unknown,unknown,5.0
69825516c835c41957dfbf25,"Cristianos, moros y judíos: los ajustes culturales de una convivencia conflictiva",publication,,2011.0,espagnol,unknown,unknown,2.0
69825516c835c41957dfbf6d,De mulieres ingenio. Ingenio y maldad. La mujer en la Edad Media,publication,,2011.0,espagnol,unknown,unknown,2.0
69825516c835c41957dfc012,Paleoclimatic reconstruction of the medieval climate anomaly and the little ice age from continental and marine records ,publication,,2011.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfc0b6,Peacock as a Sign in the Late Antique and Early Christian Art,publication,,2011.0,anglais,2,religion_theologie_scolastique,3.0
69825516c835c41957dfc640,Gender Segregation and ICT: An Indo-British Comparison,publication,,2011.0,anglais,8,histoire_sociale_economique,2.0
69825516c835c41957dfc7b9,"Magnificent Maps: Power, Propaganda and Art . By Peter Barber and Tom Harper. Maps in Those Days: Cartographic Methods b",publication,,2011.0,anglais,18,recensions_bruit_editorial,14.0
69825516c835c41957dfc7bc,Remembering the Dead in Anglo-Saxon England. Memory Theory in Archaeology and History - By Zoë Devlin Book reviews,publication,,2011.0,anglais,18,recensions_bruit_editorial,2.0
69825516c835c41957dfc84f,"Temperature variability at Dürres Maar, Germany during the Migration Period and at High Medieval Times, inferred from st",publication,,2011.0,anglais,14,histoire_environnementale_paleoclimat,4.0
69825516c835c41957dfc855,Preface,publication,,2011.0,anglais,18,recensions_bruit_editorial,3.0
69825516c835c41957dfc8ab,First examination of slag inclusions in medieval armours by confocal SR-µ-XRF and LA-ICP-MS This article is part of a th,publication,,2011.0,anglais,13,archeologie_medievale,5.0
69825516c835c41957dfc945,"The relation of Holocene fluvial terraces to changes in climate and sediment supply, South Fork Payette River, Idaho",publication,,2011.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfc980,TINDER BAG WITH A CHINESE INSCRIPTION,publication,,2011.0,anglais,13,archeologie_medievale,2.0
69825516c835c41957dfc9b4,¿Reanimación cardiopulmonar clásica o solo masaje cardiaco?,publication,,2011.0,espagnol,unknown,unknown,2.0
69825516c835c41957dfca6f,Overview: Anglo‐Saxon Identity,publication,,2011.0,anglais,chapitre_15,"chap_Antiquité tardive, royaumes barbares et Occident médiéval",4.0
69825516c835c41957dfca70,The Ending(s) OF Roman Britain,publication,,2011.0,anglais,chapitre_15,"chap_Antiquité tardive, royaumes barbares et Occident médiéval",4.0
69825516c835c41957dfca71,Anglo‐Scandinavian Identity,publication,,2011.0,anglais,chapitre_15,"chap_Antiquité tardive, royaumes barbares et Occident médiéval",4.0
69825516c835c41957dfca72,"The Ending of Anglo‐Saxon England : Identity, Allegiance, and Nationality",publication,,2011.0,anglais,chapitre_2,"chap_droit, histoire institutionnelle et pouvoir",4.0
69825516c835c41957dfcacb,Introduction,publication,,2011.0,anglais,chapitre_12,chap_Écosse médiévale et légende arthurienne,2.0
69825516c835c41957dfcacc,"The last century of roman power (c. 500 to c. 620): army, church, and countryside",publication,,2011.0,anglais,chapitre_15,"chap_Antiquité tardive, royaumes barbares et Occident médiéval",2.0
69825516c835c41957dfcacd,Collapse or adaptation? The problem of the urban decline in late antique Greece,publication,,2011.0,anglais,chapitre_7,chap_identités ethniques et Europe de l'Est,2.0
69825516c835c41957dfcace,Invasion or inflation? Hoards and barbarians in sixth- and early seventh-century Greece,publication,,2011.0,anglais,chapitre_7,chap_identités ethniques et Europe de l'Est,2.0
69825516c835c41957dfcacf,Dark-Age Greece (c. 620 to c. 800),publication,,2011.0,anglais,chapitre_7,chap_identités ethniques et Europe de l'Est,2.0
69825516c835c41957dfcad0,Social structures and Byzantine administration in early medieval Greece,publication,,2011.0,anglais,chapitre_7,chap_identités ethniques et Europe de l'Est,2.0
69825516c835c41957dfcad1,Conclusion: the people of early medieval greece,publication,,2011.0,anglais,chapitre_7,chap_identités ethniques et Europe de l'Est,2.0
69825516c835c41957dfcc07,"Whose City Is This? Hucksters, Domestic Servants, Wet-Nurses, Prostitutes, and Slaves in Late Medieval Western Mediterra",publication,,2011.0,anglais,8,histoire_sociale_economique,2.0
69825516c835c41957dfccf7,Balancing on the Borderline - a Low-cost Approach to Visualize the Red-edge Shift for the Benefit of Aerial Archaeology,publication,,2011.0,anglais,7,europe_orientale_russie_asie_medievales,2.0
69825516c835c41957dfcd43,Millennial-Length Records of Streamflow From Three Major Upper Colorado River Tributaries¹,publication,,2011.0,anglais,14,histoire_environnementale_paleoclimat,3.0
69825516c835c41957dfce3e,赦しのポリティクス : 中世後期ネーデルラント都市の聖年とブルゴーニュ公,publication,,2011.0,unknown,unknown,unknown,3.0
69825516c835c41957dfd059,A Scythian Burial-Mound with a Sarcophagus Bearing Painted Decoration,publication,,2011.0,anglais,13,archeologie_medievale,2.0
69825516c835c41957dfd20c,Arabic calligraphy classification using triangle model for Digital Jawi Paleography analysis,publication,,2011.0,anglais,chapitre_9,chap_conférences internationales (bruit),5.0
69825516c835c41957dfd22b,Practice of Using Virtual Reconstruction in the Restoration of Monumental Painting of the Church of the Transfiguration ,publication,,2011.0,anglais,chapitre_9,chap_conférences internationales (bruit),4.0
69825516c835c41957dfd22d,Classification of Islamic Geometric Pattern Images Using Zernike Moments,publication,,2011.0,anglais,chapitre_9,chap_conférences internationales (bruit),2.0
